feature_family,feature_name,training_nonmissing_rows,included_in_model,exclusion_reason
deepseek_rich,deepseek_configuration_score_180d_mean,5396,True,
deepseek_rich,deepseek_intelligence_score_180d_mean,5396,True,
deepseek_rich,deepseek_value_score_180d_mean,5396,True,
deepseek_rich,deepseek_appearance_positive_180d_rate,5396,True,
deepseek_rich,deepseek_interior_positive_180d_rate,5396,True,
deepseek_rich,deepseek_space_positive_180d_rate,5396,True,
deepseek_rich,deepseek_power_positive_180d_rate,5396,True,
deepseek_rich,deepseek_control_positive_180d_rate,5396,True,
deepseek_rich,deepseek_comfort_positive_180d_rate,5396,True,
deepseek_rich,deepseek_fuel_consumption_positive_180d_rate,5396,True,
deepseek_rich,deepseek_configuration_positive_180d_rate,5396,True,
deepseek_rich,deepseek_intelligence_positive_180d_rate,5396,True,
deepseek_rich,deepseek_value_positive_180d_rate,5396,True,
deepseek_rich,deepseek_appearance_negative_180d_rate,5396,True,
deepseek_rich,deepseek_interior_negative_180d_rate,5396,True,
deepseek_rich,deepseek_space_negative_180d_rate,5396,True,
deepseek_rich,deepseek_power_negative_180d_rate,5396,True,
deepseek_rich,deepseek_control_negative_180d_rate,5396,True,
deepseek_rich,deepseek_comfort_negative_180d_rate,5396,True,
deepseek_rich,deepseek_fuel_consumption_negative_180d_rate,5396,True,
deepseek_rich,deepseek_configuration_negative_180d_rate,5396,True,
deepseek_rich,deepseek_intelligence_negative_180d_rate,5396,True,
deepseek_rich,deepseek_value_negative_180d_rate,5396,True,
deepseek_rich,deepseek_appearance_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_interior_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_space_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_power_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_control_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_comfort_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_fuel_consumption_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_configuration_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_intelligence_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_value_uniform_mention_180d_count,9468,True,
deepseek_rich,deepseek_appearance_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_interior_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_space_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_power_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_control_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_comfort_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_fuel_consumption_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_configuration_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_intelligence_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_value_uniform_mention_180d_rate,5396,True,
deepseek_rich,deepseek_overall_aspect_score_180d_mean,5396,True,
deepseek_rich,deepseek_any_positive_180d_rate,5396,True,
deepseek_rich,deepseek_any_negative_180d_rate,5396,True,
